TIME,Cp[0]:1,Cp[1]:1,Cp[2]:1,Cp[3]:1,Cp[4]:1,Cp[5]:1,Cp[6]:1,Cp[7]:1,Cp[8]:1,Cp[9]:1,Cp[10]:1,Cp[11]:1,Cp[12]:1,Cp[13]:1,Cp[14]:1,Cp[15]:1,Cp[16]:1,Cp[17]:1,Cp[18]:1,Cp[19]:1,Cp[20]:1
1.2,4.95802895,4.59555864,5.21646912,5.05461187,4.77300728,4.7764683,5.77939811,4.35191877,5.71490534,5.17802153,4.18214527,5.17987319,5.05174954,5.3770719,4.37503299,5.33833851,4.73755762,5.05404536,5.20612881,5.06731495,5.32686015
1.22,5.78060357,4.61589092,4.80896841,4.97951843,4.91398936,4.75499136,4.52079536,4.99482117,4.99204592,5.36567985,5.1398501,5.22880643,4.92657354,4.36522827,5.8894548,5.06738536,4.73987398,4.97184383,4.43772638,5.13825645,4.58440201
1.24,4.52272734,5.53928084,4.84125538,5.28473678,6.25090364,5.25106859,4.76332426,5.30880264,4.93011746,5.14482061,4.2843292,4.40449677,4.42244793,4.93548062,4.17843102,5.40238875,4.59587189,5.22402174,5.9716452,5.34249183,5.13127866
1.26,5.02454886,4.68584566,5.35871789,5.93018729,5.24921862,4.23052403,5.09738445,4.78028373,4.44041572,4.11022832,5.21538765,4.77435292,4.99671713,4.7994634,3.88576509,5.14570744,5.28525204,5.68629477,5.14867169,4.09724869,5.77511183
1.28,5.4482261,4.7949341,5.76889188,4.95547759,4.50821119,4.36291642,5.22120258,4.86275013,4.4710551,4.3289489,4.41995288,5.42059337,5.56213694,4.31805866,5.05009599,4.8151129,4.30253585,5.81667348,5.65490752,4.78915372,5.84101064
1.3,4.89570817,4.87288802,4.67790903,5.23145425,5.30642187,5.63981511,3.62265818,5.54346973,4.45786398,4.91881993,4.74724048,5.71971801,5.07581882,5.07679051,4.59043393,5.71257456,4.9885779,5.67886926,5.89507123,4.96117625,5.03160192
1.32,4.79176312,5.52100419,5.40987293,4.49887853,5.02266678,4.97537265,5.28303415,4.82310698,4.69023334,5.39106975,5.84660669,5.07022475,4.42525894,4.81190764,4.70431053,5.54470949,4.57314556,4.72207739,5.13309458,4.06080067,4.93975873
1.34,5.12404195,5.30446972,4.93962198,5.16206855,5.03820072,4.56180214,4.4580068,5.54844597,5.47557344,4.72300026,4.32982558,5.20012137,5.13650635,5.33312687,4.16426882,4.59923394,6.13246265,5.21873237,4.29378655,5.25563377,5.09280821
1.36,3.20595556,5.51303199,4.34933977,4.25421662,5.82615572,4.97797867,5.02149196,4.5164669,4.50619494,5.60401494,4.56159482,4.56672726,5.43263785,4.5964695,4.74258099,5.66191677,5.13404212,5.35511406,4.45194669,4.64069229,4.49049723
1.38,5.73390633,5.10959243,5.40378198,5.04851687,4.66922526,3.88617389,5.36220327,4.12858945,5.99312883,4.84614836,4.95863998,6.08030644,4.44876576,6.20793869,4.70647552,4.37239641,4.6688573,5.10892982,5.5171588,5.38015415,5.46278725
1.4,4.24586605,5.04500608,4.69505023,5.71675561,4.9850336,5.10390356,5.20148479,4.08402872,4.84254781,4.85525719,4.60748889,4.8118587,5.54378622,4.72329197,5.08588333,5.85920247,4.92450241,5.63260559,4.47171004,4.98479532,5.02017301
1.42,5.81984913,5.47979256,5.75114021,4.39996526,5.17022603,4.74231006,5.62753543,4.5903204,5.28798629,5.18104108,4.36625512,3.73491412,4.93741255,4.82331201,4.7021875,5.00494392,4.06454534,5.07481151,4.93749301,4.11217282,4.83016704
1.44,5.33673027,4.80801904,5.03425191,5.35191341,5.07147275,5.59886149,5.04561042,5.68297177,5.08533769,4.53538799,5.21290112,5.20067212,4.75177454,4.64489106,5.58738995,6.12929271,5.44097829,5.36733628,5.31992471,4.30148814,4.58329862
1.46,5.36692406,4.42281278,5.43865162,5.16315673,5.15743051,5.14929577,4.68956447,4.93633794,4.71873967,4.47275846,5.75299921,5.57578826,6.23836286,4.6830735,4.96331419,5.01413721,4.85400983,5.60811563,4.25813937,5.11263016,5.69843646
1.48,4.87738931,4.6165736,5.31814744,5.52491725,4.39278752,5.27983713,4.90254471,5.31272207,5.57787461,5.87338376,5.07527049,4.9100344,5.33251811,4.31473186,4.46890779,5.41721325,3.97043748,4.09070206,4.95647642,5.41370061,5.54551916
1.5,5.89426246,4.67346269,4.87761322,3.35930547,5.14454556,6.31745735,5.78806664,5.76759947,4.65942178,6.146913,4.3236752,5.27569627,5.05205216,4.45300067,5.11341569,4.74677505,4.75346543,5.10223815,4.84441036,5.37461897,4.70869581
1.52,5.19731321,4.35430283,4.97652753,5.28648995,5.03383509,5.95043944,4.64963401,4.89306903,4.40104504,5.32090547,5.36919983,5.26590888,4.73324656,5.18953283,4.55144938,5.52226692,4.37762529,5.64606254,5.32960171,5.12401443,5.10176827
1.54,4.64083763,5.38584611,4.95430834,4.87563495,4.67570442,4.76891701,6.1599515,5.70589548,4.57596167,4.50664135,4.41282737,4.95014613,4.98826411,4.06228495,5.62659702,5.58557408,4.82628912,5.05587797,4.67666871,5.05869089,5.13553066
1.56,4.2896233,5.25775175,4.27443005,4.21253103,5.37729621,4.49356403,5.18615433,3.56383252,5.4203087,4.78534445,4.49788523,4.27189192,5.0103596,5.45575093,4.63141764,5.46636374,5.32971704,4.67052217,5.01219446,4.9408895,5.14801298
1.58,5.49174594,3.99461621,5.00787597,4.88717329,4.72054959,4.97769775,5.39877977,4.56025947,4.44388505,5.10290091,4.58326495,4.36229805,4.73774172,5.41455139,5.031436,6.24609081,5.0455683,5.19808828,4.5542145,5.32708296,4.55569721
1.6,4.13268608,5.10679605,5.1652086,4.29034669,4.77097396,5.29416631,5.76641999,5.02978848,5.48389831,5.09841405,4.25754697,4.93140983,4.73696916,5.0053279,4.86586295,6.20427389,4.71612792,4.2585915,5.82382497,5.04708628,4.53243673
1.62,5.18586254,4.6537666,4.42943896,4.57594417,5.59434588,5.23493774,5.67600685,5.48847116,5.20877917,4.14485967,5.19022036,4.79858137,5.84182997,3.41391244,5.23094513,4.19404761,5.20527566,4.48581366,5.27669682,4.71896719,4.73677813
1.64,5.4440947,5.15510398,4.32981634,4.67145481,5.04563037,5.60054758,5.78272005,4.51895178,5.20631512,4.19468475,5.55382594,4.57179326,5.14546732,4.73266473,4.79084724,5.77762573,4.67370632,4.2609553,4.97230495,4.74866076,4.68974678
1.66,4.71554078,4.51710689,4.3028776,3.94220339,4.20904828,5.35996683,4.67064627,5.04089983,4.30953304,5.28476006,6.29348346,5.14395881,4.88777162,5.16889749,5.00163918,3.82781339,5.44079149,4.51810636,5.47991244,5.31068291,5.69239595
1.68,4.99179497,4.49419307,4.45916143,4.16314302,5.1562056,5.33895565,5.30428921,5.22768541,5.03737223,5.39739468,4.21651502,4.36129982,5.15791113,5.90717012,4.17845287,4.47446127,4.84316249,5.16798594,5.26715109,4.79882867,5.51474702
1.7,5.03441436,5.44793267,5.47919705,5.14994435,5.0779681,5.60704252,4.69454516,4.48411263,4.8614605,5.08724262,5.34645194,5.64798288,4.4208612,4.8484658,4.73933281,5.30089927,5.18378064,4.78393966,5.48465717,5.52728421,5.28676578
1.72,4.73159825,5.53552789,6.1634609,4.6852536,4.8905638,5.16798627,4.86841497,4.81841979,4.85047366,4.89946091,5.17537629,4.83769516,4.91027386,5.30207449,5.5832979,4.89459598,5.19495578,4.44175353,5.13325802,5.91418597,5.23749892
1.74,4.84059054,4.92374109,4.76506811,5.67042158,4.44690256,3.6843714,6.25565178,4.91601537,4.71707044,5.36057293,4.52339569,4.07759894,4.40528011,4.77670175,4.98630062,5.3498616,4.67651187,4.61230618,5.07116357,4.87261315,4.84695698
1.76,4.63653224,5.26560622,5.63310095,5.72552161,5.01724042,4.44113015,3.97851765,4.00946706,4.91174994,4.54530731,4.92927997,4.78919046,5.14098507,3.98237256,5.39122991,4.71360375,4.74894034,4.6198296,4.82251331,4.72662953,4.63052614
1.78,4.64466485,6.13116672,4.33068604,5.56733988,4.24638324,5.61492758,4.07543355,5.09110165,5.00550469,4.40296202,5.39696868,4.99097792,4.55083457,4.82092886,4.49059396,4.82403255,4.71456972,3.76428959,4.38723459,4.59553256,4.75930112
1.8,4.8614635,5.33138254,4.54195379,5.17019579,4.52322467,4.82773876,5.63261053,4.45424637,4.9366645,5.66155701,5.1003133,4.42344292,4.31700757,3.79194881,5.7862949,4.69101747,4.94614733,4.73337635,4.48450036,5.20544902,5.12758165
1.82,4.5215174,4.78138915,4.9440719,5.37872365,4.52643264,4.02399582,4.87629226,5.17293814,4.70120655,4.75431238,4.93027972,5.60975192,4.9612738,4.41106002,4.62449007,5.29940912,4.31451733,5.87657996,4.89477066,5.10147169,4.05548636
1.84,5.13854991,4.69374099,5.4281578,4.57898295,4.36014657,4.77452733,4.35467821,4.44919643,4.55052096,4.67389967,4.47857423,5.43926906,4.45487026,4.45179654,5.59868868,4.74662442,4.84560459,4.794299,4.64551013,5.05825907,4.03575231
1.86,3.86442902,4.60724477,4.62501573,4.66479363,4.21362524,5.24317714,4.50428923,5.65420791,4.19117006,4.55065333,4.56886909,4.95666321,4.69045142,4.64634469,4.16772023,4.51036444,4.29643908,4.82010085,4.81126646,4.67672245,5.22823973
1.88,4.96884917,4.33837607,4.40237188,4.46786747,5.19286845,4.40814767,4.51421509,3.44937802,4.43730553,4.99904886,4.6631885,4.51879365,5.24285106,5.02503401,5.2662559,4.63841862,5.23210616,4.88904372,4.66033892,4.85172264,4.95707507
1.9,4.08934841,5.30231581,4.79178126,4.88817579,5.65864546,4.48665464,4.03698829,4.23580819,5.39929334,5.54668299,5.17254091,4.56699044,5.39809955,4.68943201,4.122997,4.66657564,5.15574201,5.2091168,4.74321617,4.30129141,5.29479349
1.92,4.3989079,5.01883753,3.35371403,3.89362295,5.47515691,5.30966286,4.26360651,3.94178097,4.70882223,4.94768714,4.47936374,4.81383957,3.69087856,4.61004507,4.65244214,4.56382286,4.96689134,4.76065552,5.20359777,4.36878472,4.56975585
1.94,4.53871648,3.92423287,4.7871669,4.9901051,4.74937357,5.06699008,4.32766578,4.36952306,4.36015986,5.31632606,4.67745555,4.61026156,4.89003102,4.23726359,5.10977041,4.28096583,3.63560566,4.47571743,5.11783389,5.63942641,4.39097279
1.96,4.64989639,4.21615285,4.60021578,4.6283557,5.08422072,5.31255132,4.15483362,4.07631382,5.13121303,3.79807759,5.12333807,5.33111582,4.25894227,5.33474234,4.35565978,5.6539057,4.56750999,4.93282299,4.51743835,5.71060675,4.5994999
1.98,4.05980253,4.55802003,4.29326102,4.58133659,4.64495682,4.72404987,5.23109691,5.21897651,5.18950578,4.01552878,4.14071182,4.72821549,5.29834909,4.38476491,5.43670031,5.20530384,3.90427744,3.95867948,3.94547072,5.41533618,5.00690815
2,5.05193843,5.4741564,4.76105834,4.84029174,4.55120629,4.75437786,5.27016574,4.92458537,4.82875014,4.77894825,4.27338846,4.87566397,4.9475701,4.67033747,5.02888648,5.21982041,3.95860609,4.89690051,4.11489534,5.22148219,3.6292414
2.02,5.01005475,4.27659167,5.33631615,5.20531333,4.06874826,5.20485057,4.78716522,4.983052,4.78434893,4.97260587,4.46618967,5.12515125,4.76504391,4.0833116,4.91348132,5.1013182,4.44785101,4.79327329,4.40915179,4.88321734,4.87905912
2.04,4.28049409,4.45645516,4.86308549,4.79931853,4.86598004,4.83135523,4.14940473,3.92927317,4.576845,4.97386533,4.61986088,4.91812191,4.50934467,4.44438575,4.2551693,5.03148858,4.68169759,4.57404875,4.22070266,4.89882181,5.25641238
2.06,5.16603707,4.66879488,4.12775164,4.52722023,4.79732585,4.85601059,4.40926922,4.37747357,4.70362618,4.49628247,4.81424975,5.05679511,4.89351664,3.90354424,4.73294709,5.0312141,5.1415498,3.58817275,4.9860109,4.71642126,4.6157316
2.08,4.34254881,4.50996775,4.90391995,4.69354463,3.64241816,4.65991428,4.14748486,4.9199354,5.29266452,4.6284135,4.15774387,4.26254296,4.52534686,4.34034441,4.48188074,3.97791767,4.68335578,4.61706598,4.51573023,4.06666905,4.58150071
2.1,4.66389077,4.22795138,5.26837032,5.59341886,4.45811756,4.46609379,4.98999172,3.76567467,4.59591647,4.50030784,3.63165076,4.26887797,4.90979698,4.25689367,5.45555594,3.75952682,4.98170265,4.65806077,3.6820586,4.56984504,4.61869692
2.12,4.56658528,4.05877202,4.25371602,4.19064996,4.30790375,5.22235766,4.29031324,4.30542462,4.39500642,5.00542017,4.95025066,4.15345576,4.86923713,4.60592762,4.61773577,4.81658414,4.66897017,5.26642293,4.07365712,4.81251337,4.08156967
2.14,4.52396694,4.37929328,4.27846011,4.25944062,3.98495433,5.39488693,3.45780272,5.64536123,4.62544113,4.30274515,4.15935256,4.87305255,4.38399988,5.10444293,4.61469046,4.28213003,3.84154074,4.14067614,4.84320465,4.45814149,4.32154288
2.16,4.59027541,4.95410864,4.44829971,5.57714833,4.38818037,3.56211034,5.0019983,4.46870863,3.866404,5.56466011,4.5338707,4.03236149,5.19754729,4.68733679,4.39402929,4.70286968,4.75428009,4.35360439,4.45131902,4.70967451,4.36621563
2.18,4.65690169,4.14237825,4.24338432,4.16172601,5.36584189,4.7203203,4.27803756,4.94206692,4.47699263,5.03269896,3.46174623,4.77920361,4.54963776,4.47121874,5.22045533,4.12021391,4.42302592,4.66661223,4.99381928,4.92626894,4.51792681
2.2,4.03073439,3.64268622,4.12221213,4.21616232,4.20221798,4.86782205,4.72705432,5.13559305,4.01016867,4.93764188,4.39730552,4.29663751,4.63499119,5.52860826,4.01717833,3.90627535,4.54709764,4.59225857,4.75536013,4.35148596,5.00602855
2.22,3.80818374,4.75857425,4.68608079,4.42205786,4.1664836,4.90929642,4.32362821,4.03923904,4.19315638,4.27620765,4.15684037,4.53017275,4.67247062,5.10388662,4.65525553,5.38468848,4.1629962,4.69177287,4.89685775,4.42178874,4.55067724
2.24,5.07368049,4.74199971,3.82170057,4.51309061,3.9287763,4.67387958,4.48349082,4.74344574,5.0322179,3.70323888,4.36626363,5.17498546,4.11979161,4.24266225,3.81739289,3.81718085,4.63270384,4.28380829,4.27099262,4.24448379,4.10272075
2.26,4.72782398,3.57280797,4.05866015,4.43787043,4.05562808,4.93658811,4.56856035,4.65545615,4.10334094,4.57731394,4.28066299,3.84658995,4.36479728,3.48205436,3.89193099,4.55341531,4.75921918,4.19391174,4.19330759,4.42882901,4.73417133
2.28,4.4281931,3.48101692,4.28600762,3.791674,3.69346391,4.60758703,4.34969023,4.88001439,3.69048491,4.07705814,3.65265636,4.22747151,3.70030592,4.00095838,3.70156349,5.44815956,4.41234022,3.85821501,4.63385387,4.51447975,3.2175059
2.3,3.54486064,4.12345253,4.14871881,3.59518675,4.41203713,4.22108144,4.26288981,4.14935127,3.56915314,4.51170791,5.03223243,4.51601854,4.83192038,4.25365739,4.82480009,3.84560422,5.21783892,4.36282166,3.76978267,5.10294828,5.22853125
2.32,3.99984806,4.7644225,3.76630758,4.2956278,5.1430853,4.16023271,4.4000944,4.57537265,4.7012403,4.42825496,3.80523485,4.43218275,4.32122002,3.77809679,4.72860811,4.87101815,4.30795807,4.31534558,3.86053486,5.30597015,4.27746071
2.34,5.09772005,3.82306216,4.23387594,4.5964171,4.96795765,4.27706469,3.74628286,4.5162412,4.48614893,5.20582183,4.69491056,4.54554851,3.67742096,4.57967275,4.46394547,4.33049498,4.27882578,5.14659395,3.85424507,3.93798687,3.43161022
2.36,3.57737399,3.66541237,3.95935146,5.14985489,3.55086756,4.81307646,4.09876706,3.93150724,3.17075564,4.70212422,4.55772842,4.02253448,3.8645621,4.75812793,4.57354008,4.3004425,5.15741381,4.0657129,4.04548432,3.53799127,4.72156338
2.38,4.1285496,4.64615207,4.16364536,4.80308826,4.17955957,5.16784816,5.09536622,3.8479405,4.85161477,4.78634631,3.75971106,3.53136958,3.82699379,4.65003161,4.64665344,4.06212014,4.8388245,3.73311815,4.01942411,3.45763048,4.41533381
2.4,4.15378572,4.81565017,3.89022841,4.63192495,4.15318799,4.12784028,4.47894737,4.16568493,4.11501647,4.16335836,4.5643532,3.48514264,4.32528986,4.03637308,3.82173335,4.85628338,4.56585945,4.02240063,4.22960506,3.97122279,4.93222317
2.42,3.95997952,3.92147416,4.32058521,4.00615311,4.52660434,4.75387779,4.42437251,4.78135034,3.6273718,4.28265843,3.98263754,3.68593878,3.95359909,3.50425268,4.3216244,4.2913881,4.25714444,3.92552895,4.17735821,4.06218042,4.99573252
2.44,4.09626287,2.78512851,3.79584538,4.11715456,4.36071099,4.72614464,4.24130737,4.11875903,4.35201596,3.82164099,3.97041641,4.21604653,3.93876557,4.10383584,4.44788132,4.378402,3.80197328,4.02490363,3.93092739,4.49595138,3.93785474
2.46,3.99469782,4.61392635,3.33710743,4.02817614,4.68604568,4.15254021,4.02256547,4.80408278,4.25673973,3.93867863,3.95858888,4.14162139,3.74445264,4.83268259,3.74855636,3.70847448,4.5692147,4.95155954,4.49728082,4.91723314,4.42242037
2.48,4.00942319,4.46355568,4.82512616,3.65347144,4.38380328,4.73179083,3.90129654,4.15256091,4.71994894,4.5174861,4.28508435,4.40287042,4.32562044,4.03580095,3.98703496,3.8514723,3.83840009,4.28830186,3.64774164,3.94501314,4.04480832
2.5,4.55126382,3.59887675,4.42937064,3.96916741,4.49483494,3.92652047,4.16363358,4.58574168,3.85527661,4.26053576,4.35846226,3.9559047,4.00403702,4.05181849,3.92004547,4.09058349,3.91060357,3.80138112,4.06117701,4.69548678,4.29822643
2.52,4.1470283,4.17712057,4.2775957,4.98454734,4.32474665,4.42860184,3.7141998,4.15940456,4.02525105,3.10861808,4.60023949,4.38673219,4.16494469,4.4334558,3.64732699,3.68108833,3.6214396,4.35592661,4.39878445,4.15678416,4.60355266
2.54,4.29506149,4.03731628,3.7370134,4.30845785,3.56215167,4.06320854,3.51395915,3.63054907,3.32832448,4.53535965,4.68198877,4.38740022,4.04708249,4.2568862,3.67634336,3.75762513,4.04712597,3.74833983,3.90689208,4.16093885,4.27107013
2.56,4.13153603,4.06071231,3.33197758,3.76765287,4.52915159,4.2112205,3.44926461,3.3163095,4.47742884,3.45050494,3.90599571,3.75155363,4.02951729,4.03753972,3.43370022,4.22732925,4.29501318,3.28850666,4.16564443,3.50770437,4.00040052
2.58,4.24101395,3.84182123,4.2031977,3.56352565,4.4264127,3.76598733,4.25901418,3.83052509,3.41533364,4.5422925,3.59768354,4.0305252,3.92052307,3.98123456,3.85243059,4.46085934,3.80605333,4.09572111,3.83368036,4.08358641,3.82400402
2.6,4.1305801,4.15781496,3.90784769,4.44773014,4.08759286,3.87968046,4.47068523,3.60088322,4.14327111,4.14601751,4.02048959,3.73712121,3.20485314,3.94532302,4.00885086,4.60563937,3.37216639,4.03922467,4.35808266,4.83388824,4.16956388
2.62,3.60874506,4.79258012,3.93260712,4.12234154,3.83903845,3.22825584,3.80394867,3.52950053,4.3400317,3.68319832,3.63816511,4.36039772,4.42399386,4.28343651,4.13002447,4.05467857,3.59141549,3.85131121,3.92787772,4.21069156,3.83672468
2.64,3.45636588,3.7696415,3.92319259,4.22164558,3.61284085,3.68915896,4.34817721,3.69645755,4.07928113,3.19333515,3.85831364,3.85111732,4.68122927,4.08527268,3.34512351,3.82395277,3.60870476,4.27193174,4.12211971,3.53785882,4.5083942
2.66,3.33843818,3.87996474,3.3947272,3.65348346,3.83025766,3.88697495,3.96196118,3.72548648,4.21959757,4.17853653,3.41362261,3.47292639,3.96472869,4.13436294,4.67360198,3.52078804,5.03905761,4.02464582,3.65018774,3.57612305,3.81327455
2.68,3.5753281,3.32337245,3.76180023,4.47020646,3.6469203,3.64205776,3.67246129,3.62955685,2.77498729,3.8041256,3.96238476,3.88472413,3.56405153,3.88905839,4.26000025,3.60770275,3.32132691,3.8295002,3.48607197,3.65058269,4.16448742
2.7,4.24026127,3.59684138,3.81468402,4.01300545,3.90645065,4.25852387,4.07737,4.0513919,3.76022879,3.85724836,3.89171358,4.07185549,3.05303877,3.94575683,3.83642848,4.52286725,3.04002012,3.89842433,4.21274318,4.59207355,3.82464608
2.72,4.00507185,3.60221779,4.14127987,4.10919523,3.86373881,3.61904673,3.4202647,3.65402041,3.94296314,3.10303262,3.69962929,4.35865872,3.34262957,4.1205299,4.24447718,3.53061889,4.44612792,3.58084947,3.42092581,3.45731565,3.38167293
2.74,3.97637948,4.2652497,3.59606322,3.57246485,3.66247489,4.41965072,3.70295686,3.91644888,3.37975402,3.86115151,3.23911048,3.72276351,3.51265511,3.61604929,3.85017329,3.72515379,3.83900575,2.90373806,3.8487485,3.70017497,3.57404345
2.76,3.15404664,3.86087588,3.4437238,3.26303557,3.34887786,4.16262617,4.09038218,3.88392275,4.0381705,4.34891102,4.49266029,3.66726903,4.35692324,3.63222716,3.77284038,3.63685738,4.25381783,3.62072461,3.46831652,3.46973579,3.53657174
2.78,3.97444137,3.7132325,3.50667809,4.389264,4.05875683,4.18505278,3.41632868,4.35377561,3.25519291,3.65690679,3.68722774,4.17685652,3.45059148,3.81007431,3.75692549,2.85054283,3.13361218,4.57300795,3.69985906,3.55051771,4.24374671
2.8,3.6216012,3.38498046,3.99736829,3.32139128,3.80955546,3.30791457,3.29281808,3.57226091,4.32577048,3.88312384,2.32423707,3.136099,4.05014115,3.70382777,3.08548793,3.62891559,3.98115903,3.25442397,3.89948797,3.43400108,3.57417739
2.82,3.48242176,3.78364936,3.2449679,4.12947782,4.05763555,3.81525207,3.90771935,3.50070468,3.21487938,3.92075061,3.96655988,3.27329063,3.41854724,3.77283439,3.61440949,3.46393957,3.74666487,3.46095913,3.73541269,4.07233998,3.52557341
2.84,3.51012652,3.49855595,4.18822972,4.07661092,4.21702569,3.62386438,3.44410338,3.25963242,3.11298424,3.65780798,3.72105511,3.60258112,3.88565007,3.14478751,3.66565767,3.56677689,3.88013245,4.21077351,4.13265194,3.3933976,3.81717624
2.86,3.7293011,3.34481103,3.6782409,4.3672844,3.83174801,3.6712722,3.37819137,2.84239814,3.97457542,4.02935468,4.1449007,3.74356335,3.5858681,3.2943823,2.61358328,3.5821625,3.79167487,3.49167658,3.42147939,3.92426682,3.85592433
2.88,3.98707242,3.17033536,3.88067003,4.16966027,3.45887421,3.22520566,3.04890881,3.56737032,3.53082881,3.47213413,3.51901612,4.40615795,3.4943563,3.85378016,3.65759586,3.19944791,3.40327711,3.87106335,3.68976397,3.24709084,3.88442135
2.9,2.97277243,4.24829048,4.11694872,2.99551596,3.54935772,4.32377095,3.8060719,4.00618974,3.26223742,3.36186978,4.26607997,4.07270586,3.61813299,3.70042619,3.79896592,4.29647072,2.98299155,4.01088523,3.95057491,4.50940727,4.3350788
2.92,3.1529396,3.28314003,3.58669551,3.14980048,2.75241248,3.93044967,3.30481859,3.71753073,3.53325453,3.83106224,3.74479856,3.86892205,3.94686309,3.9498697,3.10313053,3.85640598,3.34947012,4.64682105,3.52435986,3.50949418,3.02163762
2.94,3.84682249,3.3942332,3.59768027,3.57994174,3.55275557,3.72617459,3.85522026,3.27986775,3.65061678,3.68657261,3.08914266,4.22712241,3.54604985,3.49867886,3.44798812,3.27369259,3.73776325,3.45123732,3.17588766,3.91241311,3.55983383
2.96,3.5205937,3.21079661,3.53009894,3.64389085,3.19788983,3.16635381,3.0058355,3.46494556,3.44387371,3.89156038,3.38956395,3.82861047,4.25133029,3.4018278,3.72676295,3.459426,4.06509716,3.48481462,3.1946223,3.18102232,4.22986148
2.98,2.87984393,2.74108498,2.97138555,2.97632213,3.58642405,3.55001868,3.38423451,3.40863671,2.61743613,3.6289416,3.60080284,3.99948768,3.0644787,2.92196421,3.596694,3.81206813,2.32953956,4.15854689,3.36577076,3.06625698,3.91674139
3,2.88683812,3.11062166,3.29908322,3.44166395,3.36638123,3.02465681,3.17588475,3.11435864,3.37062471,4.09619589,3.69223565,3.06098299,3.3169704,3.16517044,3.469844,3.28243733,3.21865865,4.00779886,3.19204499,2.97158765,3.84940607
3.02,3.60203691,3.54088985,4.1485536,3.02966451,3.86632906,3.21086156,3.51549367,3.24284595,3.16338206,3.40254607,3.61215354,3.33512402,3.37317442,3.02477113,3.38691412,3.6359955,3.07277075,3.64023866,3.81799108,3.89185076,3.67357686
3.04,3.90590807,3.27159106,3.44917674,2.94149774,3.5443496,3.16978564,3.60304051,2.87341903,3.2382267,3.19047318,2.60883702,3.12782697,3.00938276,3.38978405,4.42315086,4.285525,3.0830282,3.49710531,3.07363017,4.04311303,3.47645622
3.06,2.78966528,3.09248263,3.02688834,3.5864242,2.91312028,3.25553395,3.45104507,3.44967245,2.90511963,3.01998136,3.62010086,2.7571141,3.08361977,4.0595161,3.50702153,3.54351359,3.31123081,3.38159459,3.57296358,3.63556865,3.87091154
3.08,3.81384401,3.36189485,3.46350301,3.26387885,3.5558028,3.44985399,3.06158265,3.21727833,3.25892314,4.56830622,3.8202851,4.19331354,3.59762459,3.66835134,3.26564566,3.75454483,3.59246262,3.48596851,3.30240733,3.47512199,3.17259031
3.1,2.61435664,3.94375422,2.86957037,3.3842245,3.03924991,3.38200521,3.93245338,3.80531047,3.24038016,2.99369382,2.96623292,3.64058934,3.83912276,3.2327366,3.38143252,3.70059321,2.75699984,3.77336023,3.72295828,2.69982429,2.90576294
3.12,2.94475691,3.02014237,2.93343395,3.60914881,3.21951781,2.87411839,3.69459729,3.0640689,3.67079635,2.62771258,3.28907297,2.9945892,3.51464578,2.96343533,3.43394393,3.05457318,3.09566528,3.19611877,3.66727918,3.23552533,3.28524246
3.14,3.49035666,3.50652861,3.71398099,3.81892582,2.93985337,2.96302712,3.37668468,3.17360483,3.61334303,3.27963135,3.08973643,3.26636378,3.48325889,2.90452004,3.16503896,3.33468443,3.30583497,2.88124344,3.53064089,3.4543479,2.75045099
3.16,2.69681721,3.12323872,3.20603632,3.53053631,3.36704723,3.09239325,3.6197069,3.51281503,3.1826539,3.36017274,3.71111436,3.35689938,3.42893165,3.50495803,3.42783772,3.20291067,3.03881096,3.16244529,3.41323955,3.28224128,2.80340536
3.18,3.19887835,3.46999028,3.35670512,3.1207045,3.03318647,2.72654945,3.05177431,2.69743675,3.18090639,3.62213291,3.4581622,3.21442254,3.21021223,3.09902152,3.38704209,3.45054849,3.50858236,3.44743929,3.33319099,3.06688749,3.45119789
3.2,3.38187517,3.54490533,2.82230796,3.41122071,3.44799328,3.36335104,3.05297011,3.52926639,2.85520879,3.39190095,3.16966867,3.96861829,3.20455268,3.06816028,3.41462554,2.80684305,3.65160978,3.07008356,3.86932992,3.62613914,3.14581882
3.22,3.15261445,2.79105066,3.59627178,3.38638158,3.0709926,3.35747882,3.34609616,3.75871521,3.5855496,2.92552259,3.08374644,2.83158065,3.39944751,3.50726931,2.78216333,3.07353915,3.0552421,3.0439886,3.06168929,2.97922864,3.53392864
3.24,3.25763171,2.94089316,2.97790626,3.19684197,3.3538494,2.87245866,3.27336991,3.53505744,3.41729523,2.9351268,3.04551241,3.38413044,3.08546722,2.7057437,3.78203926,2.83765682,2.62788841,2.53715215,3.5355846,3.41350884,3.52404869
3.26,3.39910352,2.73458073,3.46923247,2.97188178,2.92441925,2.85243527,4.19614179,3.77893831,3.08769461,2.78779414,3.38965572,3.24887736,2.89278161,3.0983642,3.50605014,3.11437288,2.66634706,2.96673631,2.61263497,3.28495205,3.06530493
3.28,3.51691284,3.48084776,3.3649633,2.81687012,3.22819919,2.92046598,2.99216569,2.91756204,3.47956145,3.23369692,2.50246423,3.04758028,3.05177384,2.75390823,3.45927794,3.47096267,3.27403927,3.72254706,3.37734358,2.74477247,3.00017539
3.3,3.7873984,2.72361336,2.84050628,3.3247657,2.86684819,3.18800901,3.50486173,3.29753258,2.72979719,3.65838201,3.663224,3.29576917,3.27027181,3.80443391,3.03661017,3.32884504,3.71832008,2.91107305,3.11374891,2.6490629,2.98538136
